Genetic Feature,Recurrent Gain Loss,Genes in Segment
cnaPANCAN349,gain,GPAT2
cnaPANCAN349,gain,INPP4A
cnaPANCAN349,gain,ITPRIPL1
cnaPANCAN349,gain,KANSL3
cnaPANCAN349,gain,KCNIP3
cnaPANCAN349,gain,KIAA1211L
cnaPANCAN349,gain,LIPT1
cnaPANCAN349,gain,LMAN2L
cnaPANCAN349,gain,LONRF2
cnaPANCAN349,gain,LYG1
cnaPANCAN349,gain,LYG2
cnaPANCAN349,gain,MAL
cnaPANCAN349,gain,MGAT4A
cnaPANCAN349,gain,MITD1
cnaPANCAN349,gain,MRPL30
cnaPANCAN349,gain,MRPL30
cnaPANCAN349,gain,MRPS5
cnaPANCAN349,gain,NCAPH
cnaPANCAN349,gain,NMS
cnaPANCAN349,gain,NPAS2
cnaPANCAN349,gain,PDCL3
cnaPANCAN349,gain,PROM2
cnaPANCAN349,gain,REV1
cnaPANCAN349,gain,RPL31
cnaPANCAN349,gain,SEMA4C
cnaPANCAN349,gain,SNRNP200
cnaPANCAN349,gain,STARD7
cnaPANCAN349,gain,TBC1D8
cnaPANCAN349,gain,TEKT4
cnaPANCAN349,gain,TMEM127
cnaPANCAN349,gain,TMEM131
cnaPANCAN349,gain,TRIM43
cnaPANCAN349,gain,TSGA10
cnaPANCAN349,gain,TXNDC9
cnaPANCAN349,gain,UNC50
cnaPANCAN349,gain,VWA3B
cnaPANCAN349,gain,ZAP70
cnaPANCAN349,gain,ZNF2
cnaPANCAN349,gain,ZNF514
cnaPANCAN350,gain,ACTR3
cnaPANCAN350,gain,ANAPC1
cnaPANCAN350,gain,CBWD2
cnaPANCAN350,gain,CHCHD5
cnaPANCAN350,gain,CKAP2L
cnaPANCAN350,gain,DPP10
cnaPANCAN350,gain,FBLN7
cnaPANCAN350,gain,FOXD4L1
cnaPANCAN350,gain,IL1A
cnaPANCAN350,gain,IL1B
cnaPANCAN350,gain,IL1F10
cnaPANCAN350,gain,IL1RN
cnaPANCAN350,gain,IL36A
cnaPANCAN350,gain,IL36B
cnaPANCAN350,gain,IL36G
cnaPANCAN350,gain,IL36RN
cnaPANCAN350,gain,IL37
cnaPANCAN350,gain,MERTK
cnaPANCAN350,gain,NT5DC4
cnaPANCAN350,gain,PAX8
cnaPANCAN350,gain,POLR1B
cnaPANCAN350,gain,PSD4
cnaPANCAN350,gain,RABL2A
cnaPANCAN350,gain,RGPD8
cnaPANCAN350,gain,SLC20A1
cnaPANCAN350,gain,SLC35F5
cnaPANCAN350,gain,TMEM87B
cnaPANCAN350,gain,TTL
cnaPANCAN350,gain,ZC3H6
cnaPANCAN350,gain,ZC3H8
cnaPANCAN351,gain,AGPS
cnaPANCAN351,gain,HNRNPA3
cnaPANCAN351,gain,NFE2L2
cnaPANCAN351,gain,PDE11A
cnaPANCAN351,gain,TTC30A
cnaPANCAN351,gain,TTC30B
cnaPANCAN352,gain,ANKAR
cnaPANCAN352,gain,ASNSD1
cnaPANCAN352,gain,C2orf88
cnaPANCAN352,gain,GLS
cnaPANCAN352,gain,HIBCH
cnaPANCAN352,gain,INPP1
cnaPANCAN352,gain,MFSD6
cnaPANCAN352,gain,MSTN
cnaPANCAN352,gain,NAB1
cnaPANCAN352,gain,ORMDL1
cnaPANCAN352,gain,OSGEPL1
cnaPANCAN352,gain,PMS1
cnaPANCAN352,gain,SLC40A1
cnaPANCAN352,gain,STAT1
cnaPANCAN352,gain,STAT4
cnaPANCAN352,gain,TMEM194B
cnaPANCAN352,gain,WDR75
cnaPANCAN353,loss,SDC1
cnaPANCAN354,loss,BRE
cnaPANCAN354,loss,MRPL33
cnaPANCAN355,loss,LRRTM4
cnaPANCAN356,loss,AC013269.5
cnaPANCAN356,loss,AC114783.1
cnaPANCAN356,loss,AC140481.2
cnaPANCAN356,loss,ACMSD
cnaPANCAN356,loss,AMER3
cnaPANCAN356,loss,AMMECR1L
cnaPANCAN356,loss,ANKRD30BL
cnaPANCAN356,loss,ARHGAP15
cnaPANCAN356,loss,ARHGEF4
cnaPANCAN356,loss,BIN1
cnaPANCAN356,loss,C2orf27A
cnaPANCAN356,loss,C2orf27B
cnaPANCAN356,loss,CCDC115
cnaPANCAN356,loss,CCDC74A
cnaPANCAN356,loss,CCDC74B
cnaPANCAN356,loss,CCNT2
cnaPANCAN356,loss,CFC1
cnaPANCAN356,loss,CFC1B
cnaPANCAN356,loss,CLASP1
cnaPANCAN356,loss,CNTNAP5
cnaPANCAN356,loss,CXCR4
cnaPANCAN356,loss,CYP27C1
cnaPANCAN356,loss,DARS
cnaPANCAN356,loss,ERCC3
cnaPANCAN356,loss,FAM168B
cnaPANCAN356,loss,GLI2
cnaPANCAN356,loss,GPR148
cnaPANCAN356,loss,GPR17
cnaPANCAN356,loss,GPR39
cnaPANCAN356,loss,GTDC1
cnaPANCAN356,loss,GYPC
cnaPANCAN356,loss,HNMT
cnaPANCAN356,loss,HS6ST1
cnaPANCAN356,loss,IMP4
cnaPANCAN356,loss,IWS1
cnaPANCAN356,loss,KYNU
cnaPANCAN356,loss,LCT
cnaPANCAN356,loss,LIMS2
cnaPANCAN356,loss,LRP1B
cnaPANCAN356,loss,LYPD1
cnaPANCAN356,loss,MAP3K19
cnaPANCAN356,loss,MAP3K2
cnaPANCAN356,loss,MCM6
cnaPANCAN356,loss,MGAT5
cnaPANCAN356,loss,MYO7B
cnaPANCAN356,loss,MZT2A
cnaPANCAN356,loss,MZT2B
cnaPANCAN356,loss,NCKAP5
cnaPANCAN356,loss,NIFK
cnaPANCAN356,loss,NXPH2
cnaPANCAN356,loss,PLEKHB2
cnaPANCAN356,loss,POLR2D
cnaPANCAN356,loss,POTEF
cnaPANCAN356,loss,POTEI
cnaPANCAN356,loss,POTEJ
cnaPANCAN356,loss,PROC
cnaPANCAN356,loss,PTPN18
cnaPANCAN356,loss,R3HDM1
cnaPANCAN356,loss,RAB3GAP1
cnaPANCAN356,loss,RAB6C
cnaPANCAN356,loss,SAP130
cnaPANCAN356,loss,SFT2D3
cnaPANCAN356,loss,SMPD4
cnaPANCAN356,loss,SPOPL
cnaPANCAN356,loss,TFCP2L1
cnaPANCAN356,loss,THSD7B
cnaPANCAN356,loss,TMEM163
cnaPANCAN356,loss,TSN
cnaPANCAN356,loss,TUBA3D
cnaPANCAN356,loss,TUBA3E
cnaPANCAN356,loss,UBXN4
cnaPANCAN356,loss,UGGT1
cnaPANCAN356,loss,WDR33
cnaPANCAN356,loss,ZEB2
cnaPANCAN356,loss,ZRANB3
cnaPANCAN357,loss,ACVR2A
cnaPANCAN357,loss,MBD5
cnaPANCAN357,loss,ORC4
cnaPANCAN358,loss,FSIP2
cnaPANCAN358,loss,ITGAV
cnaPANCAN358,loss,ZC3H15
cnaPANCAN359,loss,CUL3
cnaPANCAN359,loss,FAM124B
cnaPANCAN360,loss,AC064874.1
cnaPANCAN360,loss,AGAP1
cnaPANCAN361,loss,AC016757.3
cnaPANCAN361,loss,AC062017.1
cnaPANCAN361,loss,AC079612.1
cnaPANCAN361,loss,AC093802.1
cnaPANCAN361,loss,AC104809.3
cnaPANCAN361,loss,AC110619.2
cnaPANCAN361,loss,AGXT
cnaPANCAN361,loss,ANKMY1
cnaPANCAN361,loss,ANO7
cnaPANCAN361,loss,AQP12A
cnaPANCAN361,loss,AQP12B
cnaPANCAN361,loss,ASB1
cnaPANCAN361,loss,C2orf54
cnaPANCAN361,loss,CAPN10
cnaPANCAN361,loss,DUSP28
cnaPANCAN361,loss,ESPNL
cnaPANCAN361,loss,FAM132B
cnaPANCAN361,loss,FARP2
cnaPANCAN361,loss,GPC1
cnaPANCAN361,loss,GPR35
cnaPANCAN361,loss,HDAC4
cnaPANCAN361,loss,HDLBP
cnaPANCAN361,loss,HES6
cnaPANCAN361,loss,ILKAP
cnaPANCAN361,loss,KIF1A
cnaPANCAN361,loss,KLHL30
cnaPANCAN361,loss,LRRFIP1
cnaPANCAN361,loss,MTERFD2
cnaPANCAN361,loss,MYEOV2
cnaPANCAN361,loss,NDUFA10
cnaPANCAN361,loss,OR6B2
cnaPANCAN361,loss,OR6B3
cnaPANCAN361,loss,OTOS
cnaPANCAN361,loss,PASK
cnaPANCAN361,loss,PER2
cnaPANCAN361,loss,PPP1R7
cnaPANCAN361,loss,PRR21
cnaPANCAN361,loss,RAMP1
cnaPANCAN361,loss,RBM44
cnaPANCAN361,loss,RNPEPL1
cnaPANCAN361,loss,SCLY
cnaPANCAN361,loss,SEPT2
cnaPANCAN361,loss,SNED1
cnaPANCAN361,loss,STK25
cnaPANCAN361,loss,TRAF3IP1
cnaPANCAN361,loss,TWIST2
cnaPANCAN361,loss,UBE2F
cnaPANCAN361,loss,UBE2F-SCLY
cnaPANCAN362,gain,ABHD12
cnaPANCAN362,gain,ACSS1
cnaPANCAN362,gain,APMAP
cnaPANCAN362,gain,BANF2
cnaPANCAN362,gain,BFSP1
cnaPANCAN362,gain,C20orf26
cnaPANCAN362,gain,C20orf78
cnaPANCAN362,gain,CD93
cnaPANCAN362,gain,CRNKL1
cnaPANCAN362,gain,CSRP2BP
cnaPANCAN362,gain,CST1
cnaPANCAN362,gain,CST11
cnaPANCAN362,gain,CST2
cnaPANCAN362,gain,CST3
cnaPANCAN362,gain,CST4
cnaPANCAN362,gain,CST5
cnaPANCAN362,gain,CST7
cnaPANCAN362,gain,CST8
cnaPANCAN362,gain,CST9
cnaPANCAN362,gain,CST9L
cnaPANCAN362,gain,CSTL1
cnaPANCAN362,gain,DSTN
cnaPANCAN362,gain,DTD1
cnaPANCAN362,gain,DZANK1
cnaPANCAN362,gain,ENTPD6
cnaPANCAN362,gain,FAM182B
cnaPANCAN362,gain,FOXA2
cnaPANCAN362,gain,GGTLC1
cnaPANCAN362,gain,GINS1
cnaPANCAN362,gain,GZF1
cnaPANCAN362,gain,INSM1
cnaPANCAN362,gain,KIF16B
cnaPANCAN362,gain,MGME1
cnaPANCAN362,gain,NAA20
cnaPANCAN362,gain,NANP
cnaPANCAN362,gain,NAPB
cnaPANCAN362,gain,NINL
cnaPANCAN362,gain,NKX2-2
cnaPANCAN362,gain,NKX2-4
cnaPANCAN362,gain,NXT1
cnaPANCAN362,gain,OTOR
cnaPANCAN362,gain,OVOL2
cnaPANCAN362,gain,PAX1
cnaPANCAN362,gain,PCSK2
cnaPANCAN362,gain,PET117
cnaPANCAN362,gain,POLR3F
cnaPANCAN362,gain,PYGB
cnaPANCAN362,gain,RALGAPA2
cnaPANCAN362,gain,RBBP9
cnaPANCAN362,gain,RIN2
cnaPANCAN362,gain,RRBP1
cnaPANCAN362,gain,SCP2D1
cnaPANCAN362,gain,SEC23B
cnaPANCAN362,gain,SLC24A3
cnaPANCAN362,gain,SNRPB2
cnaPANCAN362,gain,SNX5
cnaPANCAN362,gain,SSTR4
cnaPANCAN362,gain,SYNDIG1
cnaPANCAN362,gain,THBD
cnaPANCAN362,gain,VSX1
cnaPANCAN362,gain,XRN2
cnaPANCAN362,gain,ZNF133
cnaPANCAN362,gain,ZNF337
cnaPANCAN363,gain,AAR2
cnaPANCAN363,gain,ACSS2
cnaPANCAN363,gain,ACTL10
cnaPANCAN363,gain,AHCY
cnaPANCAN363,gain,ASIP
cnaPANCAN363,gain,ASXL1
cnaPANCAN363,gain,BCL2L1
cnaPANCAN363,gain,BPIFA1
cnaPANCAN363,gain,BPIFA2
cnaPANCAN363,gain,BPIFA3
cnaPANCAN363,gain,BPIFB1
cnaPANCAN363,gain,BPIFB2
cnaPANCAN363,gain,BPIFB3
cnaPANCAN363,gain,BPIFB4
cnaPANCAN363,gain,BPIFB6
cnaPANCAN363,gain,C20orf112
cnaPANCAN363,gain,C20orf144
cnaPANCAN363,gain,C20orf173
cnaPANCAN363,gain,C20orf24
cnaPANCAN363,gain,CBFA2T2
cnaPANCAN363,gain,CCM2L
cnaPANCAN363,gain,CDK5RAP1
cnaPANCAN363,gain,CEP250
cnaPANCAN363,gain,CHMP4B
cnaPANCAN363,gain,CNBD2
cnaPANCAN363,gain,COMMD7
cnaPANCAN363,gain,COX4I2
cnaPANCAN363,gain,CPNE1
cnaPANCAN363,gain,DEFB115
cnaPANCAN363,gain,DEFB116
cnaPANCAN363,gain,DEFB118
cnaPANCAN363,gain,DEFB119
cnaPANCAN363,gain,DEFB121
cnaPANCAN363,gain,DEFB123
cnaPANCAN363,gain,DEFB124
cnaPANCAN363,gain,DLGAP4
cnaPANCAN363,gain,DNMT3B
cnaPANCAN363,gain,DSN1
cnaPANCAN363,gain,DUSP15
cnaPANCAN363,gain,DYNLRB1
cnaPANCAN363,gain,E2F1
cnaPANCAN363,gain,EDEM2
cnaPANCAN363,gain,EFCAB8
cnaPANCAN363,gain,EIF2S2
cnaPANCAN363,gain,EIF6
cnaPANCAN363,gain,EPB41L1
cnaPANCAN363,gain,ERGIC3
cnaPANCAN363,gain,FAM83C
cnaPANCAN363,gain,FOXS1
cnaPANCAN363,gain,GDF5
cnaPANCAN363,gain,GDF5OS
cnaPANCAN363,gain,GGT7
cnaPANCAN363,gain,GSS
cnaPANCAN363,gain,HCK
cnaPANCAN363,gain,HM13
cnaPANCAN363,gain,ID1
cnaPANCAN363,gain,ITCH
cnaPANCAN363,gain,KIF3B
cnaPANCAN363,gain,MAP1LC3A
cnaPANCAN363,gain,MAPRE1
cnaPANCAN363,gain,MMP24
cnaPANCAN363,gain,MYH7B
cnaPANCAN363,gain,MYL9
cnaPANCAN363,gain,MYLK2
cnaPANCAN363,gain,NCOA6
cnaPANCAN363,gain,NDRG3
cnaPANCAN363,gain,NECAB3
cnaPANCAN363,gain,NFS1
cnaPANCAN363,gain,PDRG1
cnaPANCAN363,gain,PHF20
cnaPANCAN363,gain,PIGU
cnaPANCAN363,gain,PLAGL2
cnaPANCAN363,gain,POFUT1
cnaPANCAN363,gain,PROCR
cnaPANCAN363,gain,PXMP4
cnaPANCAN363,gain,RALY
cnaPANCAN363,gain,RBM12
cnaPANCAN363,gain,RBM39
cnaPANCAN363,gain,REM1
cnaPANCAN363,gain,ROMO1
cnaPANCAN363,gain,RP11-410N8.4
cnaPANCAN363,gain,RP1-309K20.6
cnaPANCAN363,gain,SAMHD1
cnaPANCAN363,gain,SCAND1
cnaPANCAN363,gain,SLA2
cnaPANCAN363,gain,SNTA1
cnaPANCAN363,gain,SOGA1
cnaPANCAN363,gain,SPAG4
cnaPANCAN363,gain,SUN5
cnaPANCAN363,gain,TGIF2
cnaPANCAN363,gain,TGIF2-C20orf24
cnaPANCAN363,gain,TLDC2
cnaPANCAN363,gain,TM9SF4
cnaPANCAN363,gain,TP53INP2
cnaPANCAN363,gain,TPX2
cnaPANCAN363,gain,TRPC4AP
cnaPANCAN363,gain,UQCC1
cnaPANCAN363,gain,XKR7
cnaPANCAN363,gain,ZNF341
cnaPANCAN364,gain,ADA
cnaPANCAN364,gain,C20orf62
cnaPANCAN364,gain,DBNDD2
cnaPANCAN364,gain,FITM2
cnaPANCAN364,gain,GDAP1L1
cnaPANCAN364,gain,GTSF1L
cnaPANCAN364,gain,HNF4A
cnaPANCAN364,gain,IFT52
cnaPANCAN364,gain,JPH2
cnaPANCAN364,gain,KCNK15
cnaPANCAN364,gain,KCNS1
cnaPANCAN364,gain,L3MBTL1
cnaPANCAN364,gain,MATN4
cnaPANCAN364,gain,MYBL2
cnaPANCAN364,gain,OSER1
cnaPANCAN364,gain,PABPC1L
cnaPANCAN364,gain,PI3
cnaPANCAN364,gain,PIGT
cnaPANCAN364,gain,PKIG
cnaPANCAN364,gain,R3HDML
cnaPANCAN364,gain,RBPJL
cnaPANCAN364,gain,RIMS4
cnaPANCAN364,gain,SDC4
cnaPANCAN364,gain,SEMG1
cnaPANCAN364,gain,SEMG2
cnaPANCAN364,gain,SERINC3
cnaPANCAN364,gain,SGK2
cnaPANCAN364,gain,SLPI
cnaPANCAN364,gain,SRSF6
cnaPANCAN364,gain,STK4
cnaPANCAN364,gain,SYS1
cnaPANCAN364,gain,SYS1-DBNDD2
cnaPANCAN364,gain,TOMM34
cnaPANCAN364,gain,TOX2
cnaPANCAN364,gain,TP53TG5
cnaPANCAN364,gain,TTPAL
cnaPANCAN364,gain,WFDC12
cnaPANCAN364,gain,WFDC2
cnaPANCAN364,gain,WFDC5
cnaPANCAN364,gain,WISP2
cnaPANCAN364,gain,YWHAB
cnaPANCAN365,gain,NCOA3
cnaPANCAN365,gain,ZMYND8
cnaPANCAN366,gain,ADNP
cnaPANCAN366,gain,BCAS4
cnaPANCAN366,gain,CEBPB
cnaPANCAN366,gain,DPM1
cnaPANCAN366,gain,FAM65C
cnaPANCAN366,gain,KCNG1
cnaPANCAN366,gain,MOCS3
cnaPANCAN366,gain,PARD6B
cnaPANCAN366,gain,PTPN1
cnaPANCAN366,gain,RNF114
cnaPANCAN366,gain,SLC9A8
cnaPANCAN366,gain,SNAI1
cnaPANCAN366,gain,SPATA2
cnaPANCAN366,gain,TMEM189
cnaPANCAN366,gain,TMEM189-UBE2V1
cnaPANCAN366,gain,UBE2V1
cnaPANCAN367,gain,ADRM1
cnaPANCAN367,gain,ANKRD60
cnaPANCAN367,gain,APCDD1L
cnaPANCAN367,gain,ARFGAP1
cnaPANCAN367,gain,ATP5E
cnaPANCAN367,gain,AURKA
cnaPANCAN367,gain,BCAS1
cnaPANCAN367,gain,BHLHE23
cnaPANCAN367,gain,BIRC7
cnaPANCAN367,gain,BMP7
cnaPANCAN367,gain,C20orf166
cnaPANCAN367,gain,C20orf195
cnaPANCAN367,gain,C20orf197
cnaPANCAN367,gain,C20orf85
cnaPANCAN367,gain,CABLES2
cnaPANCAN367,gain,CASS4
cnaPANCAN367,gain,CBLN4
cnaPANCAN367,gain,CDH26
cnaPANCAN367,gain,CDH4
cnaPANCAN367,gain,CHRNA4
cnaPANCAN367,gain,COL20A1
cnaPANCAN367,gain,COL9A3
cnaPANCAN367,gain,CSTF1
cnaPANCAN367,gain,CTCFL
cnaPANCAN367,gain,CTSZ
cnaPANCAN367,gain,CYP24A1
cnaPANCAN367,gain,DIDO1
cnaPANCAN367,gain,DOK5
cnaPANCAN367,gain,EDN3
cnaPANCAN367,gain,EEF1A2
cnaPANCAN367,gain,FAM209A
cnaPANCAN367,gain,FAM209B
cnaPANCAN367,gain,FAM210B
cnaPANCAN367,gain,FAM217B
cnaPANCAN367,gain,GATA5
cnaPANCAN367,gain,GCNT7
cnaPANCAN367,gain,GID8
cnaPANCAN367,gain,GMEB2
cnaPANCAN367,gain,GNAS
cnaPANCAN367,gain,HELZ2
cnaPANCAN367,gain,HRH3
cnaPANCAN367,gain,KCNQ2
cnaPANCAN367,gain,LAMA5
cnaPANCAN367,gain,LSM14B
cnaPANCAN367,gain,MC3R
cnaPANCAN367,gain,MRGBP
cnaPANCAN367,gain,MTG2
cnaPANCAN367,gain,MTRNR2L3
cnaPANCAN367,gain,NELFCD
cnaPANCAN367,gain,NKAIN4
cnaPANCAN367,gain,NPEPL1
cnaPANCAN367,gain,NTSR1
cnaPANCAN367,gain,OGFR
cnaPANCAN367,gain,OSBPL2
cnaPANCAN367,gain,PCK1
cnaPANCAN367,gain,PFDN4
cnaPANCAN367,gain,PHACTR3
cnaPANCAN367,gain,PMEPA1
cnaPANCAN367,gain,PPDPF
cnaPANCAN367,gain,PPP1R3D
cnaPANCAN367,gain,PPP4R1L
cnaPANCAN367,gain,PSMA7
cnaPANCAN367,gain,PTK6
cnaPANCAN367,gain,RAB22A
cnaPANCAN367,gain,RAE1
cnaPANCAN367,gain,RBBP8NL
cnaPANCAN367,gain,RBM38
cnaPANCAN367,gain,RP11-429E11.3
cnaPANCAN367,gain,RP11-93B14.6
cnaPANCAN367,gain,RPS21
cnaPANCAN367,gain,RTFDC1
cnaPANCAN367,gain,SLC17A9
cnaPANCAN367,gain,SLCO4A1
cnaPANCAN367,gain,SLMO2
cnaPANCAN367,gain,SPO11
cnaPANCAN367,gain,SRMS
cnaPANCAN367,gain,SS18L1
cnaPANCAN367,gain,STX16
cnaPANCAN367,gain,STX16-NPEPL1
cnaPANCAN367,gain,SYCP2
cnaPANCAN367,gain,TAF4
cnaPANCAN367,gain,TCFL5
cnaPANCAN367,gain,TFAP2C
cnaPANCAN367,gain,TSHZ2
cnaPANCAN367,gain,TUBB1
cnaPANCAN367,gain,VAPB
cnaPANCAN367,gain,YTHDF1
cnaPANCAN367,gain,ZBP1
cnaPANCAN367,gain,ZFP64
cnaPANCAN367,gain,ZNF217
cnaPANCAN367,gain,ZNF831
cnaPANCAN368,loss,MACROD2
cnaPANCAN369,loss,ADAMTS1
cnaPANCAN369,loss,ADAMTS5
cnaPANCAN369,loss,AF165138.7
cnaPANCAN369,loss,APP
cnaPANCAN369,loss,ATP5J
cnaPANCAN369,loss,BACH1
cnaPANCAN369,loss,BTG3
cnaPANCAN369,loss,C21orf37
cnaPANCAN369,loss,C21orf91
cnaPANCAN369,loss,CCT8
cnaPANCAN369,loss,CHODL
cnaPANCAN369,loss,CXADR
cnaPANCAN369,loss,CYYR1
cnaPANCAN369,loss,GABPA
cnaPANCAN369,loss,GRIK1
cnaPANCAN369,loss,HSPA13
cnaPANCAN369,loss,JAM2
cnaPANCAN369,loss,LIPI
cnaPANCAN369,loss,LTN1
cnaPANCAN369,loss,MAP3K7CL
cnaPANCAN369,loss,MRPL39
cnaPANCAN369,loss,N6AMT1
cnaPANCAN369,loss,NCAM2
cnaPANCAN369,loss,NRIP1
cnaPANCAN369,loss,RBM11
cnaPANCAN369,loss,RWDD2B
cnaPANCAN369,loss,SAMSN1
cnaPANCAN369,loss,TMPRSS15
cnaPANCAN369,loss,USP16
cnaPANCAN369,loss,USP25
cnaPANCAN370,loss,DYRK1A
cnaPANCAN371,loss,C21orf2
cnaPANCAN371,loss,PFKL
cnaPANCAN372,loss,C21orf90
cnaPANCAN372,loss,TSPEAR
cnaPANCAN373,loss,PTTG1IP
cnaPANCAN374,gain,AC002472.13
cnaPANCAN374,gain,AIFM3
cnaPANCAN374,gain,CCDC116
cnaPANCAN374,gain,CRKL
cnaPANCAN374,gain,FAM230A
cnaPANCAN374,gain,GGT2
cnaPANCAN374,gain,GGTLC2
cnaPANCAN374,gain,GGTLC3
cnaPANCAN374,gain,HIC2
cnaPANCAN374,gain,KLHL22
cnaPANCAN374,gain,LL22NC03-63E9.3
cnaPANCAN374,gain,LZTR1
cnaPANCAN374,gain,MAPK1
cnaPANCAN374,gain,MED15
cnaPANCAN374,gain,P2RX6
cnaPANCAN374,gain,PI4KA
cnaPANCAN374,gain,POM121L7
cnaPANCAN374,gain,PPIL2
cnaPANCAN374,gain,PPM1F
cnaPANCAN374,gain,PRAME
cnaPANCAN374,gain,RIMBP3
cnaPANCAN374,gain,RIMBP3B
cnaPANCAN374,gain,RIMBP3C
cnaPANCAN374,gain,SCARF2
cnaPANCAN374,gain,SDF2L1
cnaPANCAN374,gain,SERPIND1
cnaPANCAN374,gain,SLC7A4
cnaPANCAN374,gain,SNAP29
cnaPANCAN374,gain,THAP7
cnaPANCAN374,gain,TOP3B
cnaPANCAN374,gain,UBE2L3
cnaPANCAN374,gain,USP41
cnaPANCAN374,gain,VPREB1
cnaPANCAN374,gain,YDJC
cnaPANCAN374,gain,YPEL1
cnaPANCAN374,gain,ZNF280A
cnaPANCAN374,gain,ZNF280B
cnaPANCAN374,gain,ZNF74
cnaPANCAN375,gain,CCDC157
cnaPANCAN375,gain,SF3A1
cnaPANCAN375,gain,TBC1D10A
cnaPANCAN376,gain,ARHGAP8
cnaPANCAN376,gain,PRR5-ARHGAP8
cnaPANCAN377,loss,AC006547.14
cnaPANCAN377,loss,AC006946.15
cnaPANCAN377,loss,AC008132.13
cnaPANCAN377,loss,ARVCF
cnaPANCAN377,loss,ATP6V1E1
cnaPANCAN377,loss,BCL2L13
cnaPANCAN377,loss,BID
cnaPANCAN377,loss,C22orf29
cnaPANCAN377,loss,C22orf39
cnaPANCAN377,loss,CDC45
cnaPANCAN377,loss,CECR1
cnaPANCAN377,loss,CECR2
cnaPANCAN377,loss,CECR5
cnaPANCAN377,loss,CECR6
cnaPANCAN377,loss,CLDN5
cnaPANCAN377,loss,CLTCL1
cnaPANCAN377,loss,COMT
cnaPANCAN377,loss,DGCR14
cnaPANCAN377,loss,DGCR2
cnaPANCAN377,loss,DGCR6
cnaPANCAN377,loss,DGCR6L
cnaPANCAN377,loss,DGCR8
cnaPANCAN377,loss,GAB4
cnaPANCAN377,loss,GNB1L
cnaPANCAN377,loss,GP1BB
cnaPANCAN377,loss,GSC2
cnaPANCAN377,loss,HIRA
cnaPANCAN377,loss,IL17RA
cnaPANCAN377,loss,MICAL3
cnaPANCAN377,loss,MRPL40
cnaPANCAN377,loss,PEX26
cnaPANCAN377,loss,PRODH
cnaPANCAN377,loss,RANBP1
cnaPANCAN377,loss,RTN4R
cnaPANCAN377,loss,SEPT5
cnaPANCAN377,loss,SLC25A1
cnaPANCAN377,loss,SLC25A18
cnaPANCAN377,loss,TANGO2
cnaPANCAN377,loss,TBX1
cnaPANCAN377,loss,TRMT2A
cnaPANCAN377,loss,TSSK2
cnaPANCAN377,loss,TUBA8
cnaPANCAN377,loss,TXNRD2
cnaPANCAN377,loss,UFD1L
cnaPANCAN377,loss,USP18
cnaPANCAN377,loss,ZDHHC8
cnaPANCAN378,loss,C22orf31
cnaPANCAN378,loss,KREMEN1
cnaPANCAN378,loss,ZNRF3
cnaPANCAN379,loss,PISD
cnaPANCAN379,loss,SFI1
cnaPANCAN380,loss,APOL3
cnaPANCAN380,loss,APOL4
cnaPANCAN381,loss,A4GALT
cnaPANCAN381,loss,ARFGAP3
cnaPANCAN381,loss,ARHGAP8
cnaPANCAN381,loss,ATP5L2
cnaPANCAN381,loss,ATXN10
cnaPANCAN381,loss,BIK
cnaPANCAN381,loss,C22orf26
cnaPANCAN381,loss,CCDC134
cnaPANCAN381,loss,CDPF1
cnaPANCAN381,loss,CELSR1
cnaPANCAN381,loss,CENPM
cnaPANCAN381,loss,CERK
cnaPANCAN381,loss,CTA-299D3.8
cnaPANCAN381,loss,CYB5R3
cnaPANCAN381,loss,CYP2D6
cnaPANCAN381,loss,EFCAB6
cnaPANCAN381,loss,FAM109B
cnaPANCAN381,loss,FAM118A
cnaPANCAN381,loss,FAM19A5
cnaPANCAN381,loss,FBLN1
cnaPANCAN381,loss,FLJ27365
cnaPANCAN381,loss,GRAMD4
cnaPANCAN381,loss,GTSE1
cnaPANCAN381,loss,KIAA0930
cnaPANCAN381,loss,KIAA1644
cnaPANCAN381,loss,LDOC1L
cnaPANCAN381,loss,LL22NC03-75H12.2
cnaPANCAN381,loss,MCAT
cnaPANCAN381,loss,MEI1
cnaPANCAN381,loss,MPPED1
cnaPANCAN381,loss,NAGA
cnaPANCAN381,loss,NDUFA6
cnaPANCAN381,loss,NFAM1
cnaPANCAN381,loss,NUP50
cnaPANCAN381,loss,PACSIN2
cnaPANCAN381,loss,PARVB
cnaPANCAN381,loss,PARVG
cnaPANCAN381,loss,PHF21B
cnaPANCAN381,loss,PKDREJ
cnaPANCAN381,loss,PNPLA3
cnaPANCAN381,loss,PNPLA5
cnaPANCAN381,loss,POLDIP3
cnaPANCAN381,loss,PPARA
cnaPANCAN381,loss,PRR5
cnaPANCAN381,loss,PRR5-ARHGAP8
cnaPANCAN381,loss,RIBC2
cnaPANCAN381,loss,RP1-32I10.10
cnaPANCAN381,loss,RRP7A
cnaPANCAN381,loss,SAMM50
cnaPANCAN381,loss,SCUBE1
cnaPANCAN381,loss,SEPT3
cnaPANCAN381,loss,SERHL2
cnaPANCAN381,loss,SHISA8
cnaPANCAN381,loss,SMC1B
cnaPANCAN381,loss,SMDT1
cnaPANCAN381,loss,SREBF2
cnaPANCAN381,loss,SULT4A1
cnaPANCAN381,loss,TBC1D22A
